D,Delta_max,Delta_min,Delta_values,M_K_v2_hash,P,class_id,class_size,d_multiset,n,p_multiset,sign_reversal,sign_set,tau_den,tau_num
6,-1,-1,[-1],0215d5b4e88ae28304322f7138a51224d05716eb6772c69ada54d471b8a7b816,6,V2C00001,1,"[1,2,3]",3,"[1,2,3]",False,"[""negative""]",3,2
6,0,0,[0],3443cad6704c783f2185371dcdc3f76119a4214f748ba800a2b5f550b2e4ad41,6,V2C00002,1,"[1,2,3]",3,"[1,2,3]",False,"[""zero""]",3,2
6,0,0,[0],6a3e674186df831d466b785bd10edc314ff7f21337e032dbb0cc61e4b7695872,6,V2C00003,1,"[1,2,3]",3,"[1,2,3]",False,"[""zero""]",3,2
6,-1,-1,[-1],7679cb0a97687f28e5cb1e9eafe594de0ef95813c46a613ca46672dd007b42ee,6,V2C00004,1,"[1,2,3]",3,"[1,2,3]",False,"[""negative""]",3,2
6,-2,-2,[-2],9126cbac6d28b190beb5388e898be7719fe1bc9d55c1c3f54ff236ee0e105be8,6,V2C00005,1,"[1,2,3]",3,"[1,2,3]",False,"[""negative""]",3,2
6,-2,-2,[-2],d4b78c402789d06a1173c1c9883cbbd23a26d9294ea5fef7696c3fb664fbb6b9,6,V2C00006,1,"[1,2,3]",3,"[1,2,3]",False,"[""negative""]",3,2
7,0,0,[0],3443cad6704c783f2185371dcdc3f76119a4214f748ba800a2b5f550b2e4ad41,6,V2C00007,1,"[1,2,4]",3,"[1,2,3]",False,"[""zero""]",18,11
7,0,0,[0],6a3e674186df831d466b785bd10edc314ff7f21337e032dbb0cc61e4b7695872,6,V2C00008,1,"[1,2,4]",3,"[1,2,3]",False,"[""zero""]",18,11
7,0,0,[0],7679cb0a97687f28e5cb1e9eafe594de0ef95813c46a613ca46672dd007b42ee,6,V2C00009,1,"[1,2,4]",3,"[1,2,3]",False,"[""zero""]",18,11
7,-1,-1,[-1],d4b78c402789d06a1173c1c9883cbbd23a26d9294ea5fef7696c3fb664fbb6b9,6,V2C00010,1,"[1,2,4]",3,"[1,2,3]",False,"[""negative""]",18,11
8,0,0,[0],0fc3d9f311060b0d12033dd6210d664eee8e9555dbc285dfb36b8e9dcb069735,6,V2C00011,1,"[1,2,5]",3,"[1,2,3]",False,"[""zero""]",9,5
8,0,0,[0],3443cad6704c783f2185371dcdc3f76119a4214f748ba800a2b5f550b2e4ad41,6,V2C00012,1,"[1,2,5]",3,"[1,2,3]",False,"[""zero""]",9,5
8,0,0,[0],6a3e674186df831d466b785bd10edc314ff7f21337e032dbb0cc61e4b7695872,6,V2C00013,1,"[1,2,5]",3,"[1,2,3]",False,"[""zero""]",9,5
8,1,1,[1],a205485805c82f259c1bc5126ca842b7da7dc6fcb3b11309c204f61cfd9e7369,6,V2C00014,1,"[1,2,5]",3,"[1,2,3]",False,"[""positive""]",9,5
8,0,0,[0],3443cad6704c783f2185371dcdc3f76119a4214f748ba800a2b5f550b2e4ad41,6,V2C00015,1,"[1,3,4]",3,"[1,2,3]",False,"[""zero""]",9,5
8,0,0,[0],7679cb0a97687f28e5cb1e9eafe594de0ef95813c46a613ca46672dd007b42ee,6,V2C00016,1,"[1,3,4]",3,"[1,2,3]",False,"[""zero""]",9,5
8,1,1,[1],ca61e48ce21526dd88c23e3aabc8ad0068cd2ec15375fccb078a0ea2cf1faaa8,6,V2C00017,1,"[1,3,4]",3,"[1,2,3]",False,"[""positive""]",9,5
9,0,0,[0],3443cad6704c783f2185371dcdc3f76119a4214f748ba800a2b5f550b2e4ad41,6,V2C00018,1,"[1,3,5]",3,"[1,2,3]",False,"[""zero""]",2,1
9,1,1,[1],781da1798da576ab6a578931d3b1d19635e99831834928f2d1d472df5148557c,6,V2C00019,1,"[1,3,5]",3,"[1,2,3]",False,"[""positive""]",2,1
9,1,1,[1],a205485805c82f259c1bc5126ca842b7da7dc6fcb3b11309c204f61cfd9e7369,6,V2C00020,1,"[1,3,5]",3,"[1,2,3]",False,"[""positive""]",2,1
9,1,1,[1],ca61e48ce21526dd88c23e3aabc8ad0068cd2ec15375fccb078a0ea2cf1faaa8,6,V2C00021,1,"[1,3,5]",3,"[1,2,3]",False,"[""positive""]",2,1
10,0,0,[0],3443cad6704c783f2185371dcdc3f76119a4214f748ba800a2b5f550b2e4ad41,6,V2C00022,1,"[1,4,5]",3,"[1,2,3]",False,"[""zero""]",9,4
10,1,1,[1],a205485805c82f259c1bc5126ca842b7da7dc6fcb3b11309c204f61cfd9e7369,6,V2C00023,1,"[1,4,5]",3,"[1,2,3]",False,"[""positive""]",9,4
10,2,2,[2],a255fec15b3b5089d923fff372ad45afac747a96bfa6d82e95b319d5e9670f12,6,V2C00024,1,"[1,4,5]",3,"[1,2,3]",False,"[""positive""]",9,4
10,1,1,[1],ca61e48ce21526dd88c23e3aabc8ad0068cd2ec15375fccb078a0ea2cf1faaa8,6,V2C00025,1,"[1,4,5]",3,"[1,2,3]",False,"[""positive""]",9,4
9,0,0,[0],3443cad6704c783f2185371dcdc3f76119a4214f748ba800a2b5f550b2e4ad41,6,V2C00026,1,"[2,3,4]",3,"[1,2,3]",False,"[""zero""]",2,1
9,0,0,[0],7679cb0a97687f28e5cb1e9eafe594de0ef95813c46a613ca46672dd007b42ee,6,V2C00027,1,"[2,3,4]",3,"[1,2,3]",False,"[""zero""]",2,1
9,1,1,[1],ca61e48ce21526dd88c23e3aabc8ad0068cd2ec15375fccb078a0ea2cf1faaa8,6,V2C00028,1,"[2,3,4]",3,"[1,2,3]",False,"[""positive""]",2,1
10,0,0,[0],3443cad6704c783f2185371dcdc3f76119a4214f748ba800a2b5f550b2e4ad41,6,V2C00029,1,"[2,3,5]",3,"[1,2,3]",False,"[""zero""]",9,4
10,1,1,[1],781da1798da576ab6a578931d3b1d19635e99831834928f2d1d472df5148557c,6,V2C00030,1,"[2,3,5]",3,"[1,2,3]",False,"[""positive""]",9,4
10,1,1,[1],a205485805c82f259c1bc5126ca842b7da7dc6fcb3b11309c204f61cfd9e7369,6,V2C00031,1,"[2,3,5]",3,"[1,2,3]",False,"[""positive""]",9,4
10,1,1,[1],ca61e48ce21526dd88c23e3aabc8ad0068cd2ec15375fccb078a0ea2cf1faaa8,6,V2C00032,1,"[2,3,5]",3,"[1,2,3]",False,"[""positive""]",9,4
11,0,0,[0],3443cad6704c783f2185371dcdc3f76119a4214f748ba800a2b5f550b2e4ad41,6,V2C00033,1,"[2,4,5]",3,"[1,2,3]",False,"[""zero""]",18,7
11,1,1,[1],a205485805c82f259c1bc5126ca842b7da7dc6fcb3b11309c204f61cfd9e7369,6,V2C00034,1,"[2,4,5]",3,"[1,2,3]",False,"[""positive""]",18,7
11,2,2,[2],a255fec15b3b5089d923fff372ad45afac747a96bfa6d82e95b319d5e9670f12,6,V2C00035,1,"[2,4,5]",3,"[1,2,3]",False,"[""positive""]",18,7
11,1,1,[1],ca61e48ce21526dd88c23e3aabc8ad0068cd2ec15375fccb078a0ea2cf1faaa8,6,V2C00036,1,"[2,4,5]",3,"[1,2,3]",False,"[""positive""]",18,7
12,0,0,[0],3443cad6704c783f2185371dcdc3f76119a4214f748ba800a2b5f550b2e4ad41,6,V2C00037,1,"[3,4,5]",3,"[1,2,3]",False,"[""zero""]",3,1
12,1,1,[1],a205485805c82f259c1bc5126ca842b7da7dc6fcb3b11309c204f61cfd9e7369,6,V2C00038,1,"[3,4,5]",3,"[1,2,3]",False,"[""positive""]",3,1
12,2,2,[2],a255fec15b3b5089d923fff372ad45afac747a96bfa6d82e95b319d5e9670f12,6,V2C00039,1,"[3,4,5]",3,"[1,2,3]",False,"[""positive""]",3,1
10,-1,-1,[-1],1ef42d1fef5a957660137c9ca77259ee3551d6461c98a0b1606ec0d47567b568,10,V2C00040,1,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""negative""]",4,3
10,-3,-3,[-3],23e1bfba4197de51a573e007f8ad93a6c63abee1c285658bdddf36c716a7677b,10,V2C00041,1,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""negative""]",4,3
10,0,0,[0],35fc9ce4259d0ea82513a1c12593793b28f6b55e3f82df003e797e0d5baac9cc,10,V2C00042,1,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""zero""]",4,3
10,-1,-2,"[-2,-1]",5025cd244c792ba3f4f9c7efe7b532d61de1ab964c94f2c441c110cbbfb4835c,10,V2C00043,2,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""negative""]",4,3
10,-4,-4,[-4],5991266d4872bb884b37d40be6de12c3290939dba2cd22cd97c56ba93b0fde6d,10,V2C00044,1,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""negative""]",4,3
10,-1,-1,[-1],5b806409e44b31351989101070c945c6dd40718dfc86b3160c10bbfc790d938c,10,V2C00045,1,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""negative""]",4,3
10,-3,-4,"[-4,-3]",5dde3d57d53c06e759ef30a2798f0930296cb9c89b7d91d5d104986e589ec7ad,10,V2C00046,2,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""negative""]",4,3
10,-6,-6,[-6],61716232ff087d5c7c9f273ad0ebe482eda7757eb5c348a36cabcc73abd000e0,10,V2C00047,1,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""negative""]",4,3
10,-1,-2,"[-2,-1]",a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,10,V2C00048,2,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""negative""]",4,3
10,-5,-5,[-5],aa7d695a59021581b8cf1b0f029208478d2bda2488b997a3484ab26c2c5efcba,10,V2C00049,1,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""negative""]",4,3
10,-3,-3,[-3],aac920d42175c0111569e218d1d5ddf9eb4a6fdca7cd09bee48ecf84934b5f94,10,V2C00050,1,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""negative""]",4,3
10,0,0,[0],f0d586f89a64f76dce1a004fb5f4c1c82ee7a6f54e0d20b8a1425af0f72ca027,10,V2C00051,1,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""zero""]",4,3
10,-5,-5,[-5],fdb7459cf9013649180f6d52c62a5c4697ab69c6f9d1a884811294a49d65096a,10,V2C00052,1,"[1,2,3,4]",4,"[1,2,3,4]",False,"[""negative""]",4,3
11,-1,-1,[-1],325b4cb2d0b8c4de5f37364bd5bf5c1a4b5efb2583c5ab010a23e3bb9f8c4765,10,V2C00053,1,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,-4,-4,[-4],34b190b5610a41440aa52bd08cc4669f73a9fa8b3079a46009fd2c5df1db8934,10,V2C00054,1,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,0,0,[0],35fc9ce4259d0ea82513a1c12593793b28f6b55e3f82df003e797e0d5baac9cc,10,V2C00055,1,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""zero""]",40,29
11,-1,-2,"[-2,-1]",5025cd244c792ba3f4f9c7efe7b532d61de1ab964c94f2c441c110cbbfb4835c,10,V2C00056,2,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,-4,-4,[-4],7011ab9bf617e5fa6f380e9165c32fe9d5488c621e6835a18891445c01204987,10,V2C00057,1,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,-5,-5,[-5],79b1633a597afd6168627e40c94d06da15c6fe9d1190e6706ab073336c25f82b,10,V2C00058,1,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,-3,-3,[-3],a5f58ea3ca673a218027454b420ebac3db95bc1163f6c6b84f24fe9fe4ad4101,10,V2C00059,1,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,-1,-2,"[-2,-1]",a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,10,V2C00060,2,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,-5,-5,[-5],aa7d695a59021581b8cf1b0f029208478d2bda2488b997a3484ab26c2c5efcba,10,V2C00061,1,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,-3,-3,[-3],aac920d42175c0111569e218d1d5ddf9eb4a6fdca7cd09bee48ecf84934b5f94,10,V2C00062,1,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,-1,-2,"[-2,-1]",c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C00063,2,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,-2,-2,[-2],c23b3ba67a722e02ce17f0c28ffbf2fc60adf58875dfb5083ee34e0edb570b0b,10,V2C00064,1,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,-1,-1,[-1],d9c68703a6aba49a2be277565fb4948f8fc8c1ae4eaaca7e8ceb5696a9867721,10,V2C00065,1,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,-5,-5,[-5],e7323d33ba9c70848a3a74f32ab669828cd42936378d271a725f504f55eab13e,10,V2C00066,1,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""negative""]",40,29
11,0,0,[0],f0d586f89a64f76dce1a004fb5f4c1c82ee7a6f54e0d20b8a1425af0f72ca027,10,V2C00067,1,"[1,2,3,5]",4,"[1,2,3,4]",False,"[""zero""]",40,29
12,-2,-2,[-2],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C00068,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-1,-1,[-1],325b4cb2d0b8c4de5f37364bd5bf5c1a4b5efb2583c5ab010a23e3bb9f8c4765,10,V2C00069,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-3,-3,[-3],34b190b5610a41440aa52bd08cc4669f73a9fa8b3079a46009fd2c5df1db8934,10,V2C00070,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-1,-2,"[-2,-1]",5025cd244c792ba3f4f9c7efe7b532d61de1ab964c94f2c441c110cbbfb4835c,10,V2C00071,2,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-1,-2,"[-2,-1]",65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C00072,2,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-3,-3,[-3],7011ab9bf617e5fa6f380e9165c32fe9d5488c621e6835a18891445c01204987,10,V2C00073,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-4,-4,[-4],70363939d1c824af8b02413be2ce151ba315a7dcfeba65534e9d21662b30564b,10,V2C00074,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-5,-5,[-5],79b1633a597afd6168627e40c94d06da15c6fe9d1190e6706ab073336c25f82b,10,V2C00075,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-3,-3,[-3],a5f58ea3ca673a218027454b420ebac3db95bc1163f6c6b84f24fe9fe4ad4101,10,V2C00076,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-1,-2,"[-2,-1]",a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,10,V2C00077,2,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-5,-5,[-5],aa7d695a59021581b8cf1b0f029208478d2bda2488b997a3484ab26c2c5efcba,10,V2C00078,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-3,-3,[-3],aac920d42175c0111569e218d1d5ddf9eb4a6fdca7cd09bee48ecf84934b5f94,10,V2C00079,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-5,-5,[-5],afda20785cc59931e1b885cc3e387b5165debff316bcbe0f47cee235c885204a,10,V2C00080,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,0,-1,"[-1,0]",c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C00081,2,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative"",""zero""]",10,7
12,-1,-1,[-1],c23b3ba67a722e02ce17f0c28ffbf2fc60adf58875dfb5083ee34e0edb570b0b,10,V2C00082,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-4,-4,[-4],cffd977546e2152e56d5d153a4d6687ae9976ad6889c13fd497d8aa307175b88,10,V2C00083,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,0,0,[0],d747dd9e20399ecbc192da5caf8df77f5411551f39f98492227f6c89a5e6b397,10,V2C00084,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""zero""]",10,7
12,-1,-1,[-1],d9c68703a6aba49a2be277565fb4948f8fc8c1ae4eaaca7e8ceb5696a9867721,10,V2C00085,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-4,-4,[-4],e7323d33ba9c70848a3a74f32ab669828cd42936378d271a725f504f55eab13e,10,V2C00086,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00087,1,"[1,2,3,6]",4,"[1,2,3,4]",False,"[""zero""]",10,7
13,-1,-1,[-1],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C00088,1,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""negative""]",40,27
13,-2,-2,[-2],34b190b5610a41440aa52bd08cc4669f73a9fa8b3079a46009fd2c5df1db8934,10,V2C00089,1,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""negative""]",40,27
13,-1,-2,"[-2,-1]",5025cd244c792ba3f4f9c7efe7b532d61de1ab964c94f2c441c110cbbfb4835c,10,V2C00090,2,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""negative""]",40,27
13,0,-1,"[-1,0]",65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C00091,2,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""negative"",""zero""]",40,27
13,-2,-2,[-2],7011ab9bf617e5fa6f380e9165c32fe9d5488c621e6835a18891445c01204987,10,V2C00092,1,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""negative""]",40,27
13,-3,-3,[-3],70363939d1c824af8b02413be2ce151ba315a7dcfeba65534e9d21662b30564b,10,V2C00093,1,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""negative""]",40,27
13,-1,-2,"[-2,-1]",a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,10,V2C00094,2,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""negative""]",40,27
13,-4,-4,[-4],afda20785cc59931e1b885cc3e387b5165debff316bcbe0f47cee235c885204a,10,V2C00095,1,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""negative""]",40,27
13,1,0,"[0,1]",c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C00096,2,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""positive"",""zero""]",40,27
13,0,0,[0],c23b3ba67a722e02ce17f0c28ffbf2fc60adf58875dfb5083ee34e0edb570b0b,10,V2C00097,1,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""zero""]",40,27
13,-3,-3,[-3],cffd977546e2152e56d5d153a4d6687ae9976ad6889c13fd497d8aa307175b88,10,V2C00098,1,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""negative""]",40,27
13,0,0,[0],d747dd9e20399ecbc192da5caf8df77f5411551f39f98492227f6c89a5e6b397,10,V2C00099,1,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""zero""]",40,27
13,-3,-3,[-3],e7323d33ba9c70848a3a74f32ab669828cd42936378d271a725f504f55eab13e,10,V2C00100,1,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""negative""]",40,27
13,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00101,1,"[1,2,3,7]",4,"[1,2,3,4]",False,"[""zero""]",40,27
14,-3,-3,[-3],0df6bde542716c5744afcc5248bc12866f8ce2502be1abe144d6837c68e080a2,10,V2C00102,1,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""negative""]",20,13
14,0,0,[0],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C00103,1,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""zero""]",20,13
14,-1,-1,[-1],3ca03539be6ab086d0397d6b9a775967db4072cea9c95a032895b43e34fcc9be,10,V2C00104,1,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""negative""]",20,13
14,-1,-2,"[-2,-1]",5025cd244c792ba3f4f9c7efe7b532d61de1ab964c94f2c441c110cbbfb4835c,10,V2C00105,2,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""negative""]",20,13
14,-1,-1,[-1],5c200179a750bc19d10f8158a99c4a7ef1c6ca468862a28221f78e0f8b7ec91c,10,V2C00106,1,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""negative""]",20,13
14,1,0,"[0,1]",65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C00107,2,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""positive"",""zero""]",20,13
14,-2,-2,[-2],70363939d1c824af8b02413be2ce151ba315a7dcfeba65534e9d21662b30564b,10,V2C00108,1,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""negative""]",20,13
14,1,1,[1],9aab104d436ae9fd8d3193cc18db6fd52b675bb3c47af80e8dab9dc64dc4bcb9,10,V2C00109,1,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""positive""]",20,13
14,-3,-3,[-3],9cff1cfde3a69a2ebc9d2c392a862aa3a8e88fa727f99885279f0447c48dd5cb,10,V2C00110,1,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""negative""]",20,13
14,-1,-2,"[-2,-1]",a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,10,V2C00111,2,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""negative""]",20,13
14,-3,-3,[-3],afda20785cc59931e1b885cc3e387b5165debff316bcbe0f47cee235c885204a,10,V2C00112,1,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""negative""]",20,13
14,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C00113,1,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""positive""]",20,13
14,-2,-2,[-2],cffd977546e2152e56d5d153a4d6687ae9976ad6889c13fd497d8aa307175b88,10,V2C00114,1,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""negative""]",20,13
14,0,0,[0],d747dd9e20399ecbc192da5caf8df77f5411551f39f98492227f6c89a5e6b397,10,V2C00115,1,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""zero""]",20,13
14,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00116,1,"[1,2,3,8]",4,"[1,2,3,4]",False,"[""zero""]",20,13
15,-2,-2,[-2],0df6bde542716c5744afcc5248bc12866f8ce2502be1abe144d6837c68e080a2,10,V2C00117,1,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""negative""]",8,5
15,0,0,[0],314741a4061e9c23eced72a7ada1131aeb0228d7eb122aeee5b239f5bd293e91,10,V2C00118,1,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""zero""]",8,5
15,0,0,[0],3ca03539be6ab086d0397d6b9a775967db4072cea9c95a032895b43e34fcc9be,10,V2C00119,1,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""zero""]",8,5
15,-1,-2,"[-2,-1]",5025cd244c792ba3f4f9c7efe7b532d61de1ab964c94f2c441c110cbbfb4835c,10,V2C00120,2,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""negative""]",8,5
15,2,2,[2],566357391221ce5825d6149cb155d0bc5c27a9361fb17ee13ffc442b5f4a8ef7,10,V2C00121,1,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""positive""]",8,5
15,0,0,[0],5c200179a750bc19d10f8158a99c4a7ef1c6ca468862a28221f78e0f8b7ec91c,10,V2C00122,1,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""zero""]",8,5
15,-1,-1,[-1],9611cc389543e5232783b5c41e48bbe59ea4961294bb31fefa3645860e340ee4,10,V2C00123,1,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""negative""]",8,5
15,2,2,[2],9aab104d436ae9fd8d3193cc18db6fd52b675bb3c47af80e8dab9dc64dc4bcb9,10,V2C00124,1,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""positive""]",8,5
15,-2,-2,[-2],9cff1cfde3a69a2ebc9d2c392a862aa3a8e88fa727f99885279f0447c48dd5cb,10,V2C00125,1,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""negative""]",8,5
15,-1,-2,"[-2,-1]",a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,10,V2C00126,2,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""negative""]",8,5
15,0,0,[0],aa398c89211044a7bfcf4408f719fa25ae08e5624076ee1216b0c0dde6c79776,10,V2C00127,1,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""zero""]",8,5
15,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C00128,1,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""positive""]",8,5
15,3,2,"[2,3]",d5cddb6f6b13568f8478cd83d3321dfc4bd068f719b215d690b045d2b85626d3,10,V2C00129,2,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""positive""]",8,5
15,0,0,[0],d747dd9e20399ecbc192da5caf8df77f5411551f39f98492227f6c89a5e6b397,10,V2C00130,1,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""zero""]",8,5
15,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00131,1,"[1,2,3,9]",4,"[1,2,3,4]",False,"[""zero""]",8,5
12,-4,-4,[-4],0beceb8a734859055b448c96855ffeb6d985db8436505cef461a78c612cdd28c,10,V2C00132,1,"[1,2,4,5]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-1,-1,[-1],325b4cb2d0b8c4de5f37364bd5bf5c1a4b5efb2583c5ab010a23e3bb9f8c4765,10,V2C00133,1,"[1,2,4,5]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-4,-4,[-4],34b190b5610a41440aa52bd08cc4669f73a9fa8b3079a46009fd2c5df1db8934,10,V2C00134,1,"[1,2,4,5]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,0,0,[0],35fc9ce4259d0ea82513a1c12593793b28f6b55e3f82df003e797e0d5baac9cc,10,V2C00135,1,"[1,2,4,5]",4,"[1,2,3,4]",False,"[""zero""]",10,7
12,-4,-4,[-4],79b1633a597afd6168627e40c94d06da15c6fe9d1190e6706ab073336c25f82b,10,V2C00136,1,"[1,2,4,5]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,-2,-2,[-2],a5f58ea3ca673a218027454b420ebac3db95bc1163f6c6b84f24fe9fe4ad4101,10,V2C00137,1,"[1,2,4,5]",4,"[1,2,3,4]",False,"[""negative""]",10,7
12,0,-1,"[-1,0]",a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,10,V2C00138,2,"[1,2,4,5]",4,"[1,2,3,4]",False,"[""negative"",""zero""]",10,7
