"D","Delta_max","Delta_min","Delta_values","M_K_v2_hash","P","class_id","class_size","component_delta_levels","d_multiset","n","p_multiset","panel","residual_status","tau_den","tau_num"
"41","-3","-3","[-3]","e5b7b2c8cccf0d7c1b93ba6e3236817a48b6fd7384cbfd586add47507cc006d0","25","WP09C03870","1","{""1"":[-3]}","[1,7,9,11,13]","5","[1,2,4,7,11]","B","CONSTANT","125","84"
"41","-20","-20","[-20]","e601e00729296ab5bbbcc5330a86a00699aada60f40bc5690010a1d95377129e","25","WP09C03871","1","{""1"":[-20]}","[1,7,9,11,13]","5","[1,2,4,7,11]","B","CONSTANT","125","84"
"41","-24","-24","[-24]","e6f8471697dab2e909f7e02538dedfe14168cd13eacb3407d9d940d3c135557e","25","WP09C03872","1","{""1"":[-24]}","[1,7,9,11,13]","5","[1,2,4,7,11]","B","CONSTANT","125","84"
"41","-16","-16","[-16]","ebb5d4d9e86c599f259dab9112bebc33318ccb6c724a6338c38fcab9d691b528","25","WP09C03873","1","{""1"":[-16]}","[1,7,9,11,13]","5","[1,2,4,7,11]","B","CONSTANT","125","84"
"41","-11","-11","[-11]","ecbe6eb5f0ad0bc2143e2fa83633eae0d4d302dc560be6860cba1873240287ca","25","WP09C03874","1","{""1"":[-11]}","[1,7,9,11,13]","5","[1,2,4,7,11]","B","CONSTANT","125","84"
"41","-9","-9","[-9]","f07f6370e1943a46822602a1c6b29c10c091273dd5b876e4e08107c6348a75db","25","WP09C03875","1","{""1"":[-9]}","[1,7,9,11,13]","5","[1,2,4,7,11]","B","CONSTANT","125","84"
"41","-8","-8","[-8]","f231f654625f6eeb51fe4702538bf1ee240c8f5cbd6cf685b951f015c2458ecb","25","WP09C03876","1","{""1"":[-8]}","[1,7,9,11,13]","5","[1,2,4,7,11]","B","CONSTANT","125","84"
"41","-18","-18","[-18]","f2537d4e9b8a5fd311cb6091e8f2e1cabd056999e9e844585a2cc940a0d263b5","25","WP09C03877","1","{""1"":[-18]}","[1,7,9,11,13]","5","[1,2,4,7,11]","B","CONSTANT","125","84"
"41","0","0","[0]","f554adffe285e0207d95685d03460905944da21a34d9ae4a81295342e8fc1783","25","WP09C03878","1","{""1"":[0]}","[1,7,9,11,13]","5","[1,2,4,7,11]","B","CONSTANT","125","84"
"43","-15","-15","[-15]","0130427d457586eaab6cf766bb2cb8a14b2d45fe4a742d6de8ac6f227b1151e3","25","WP09C03879","1","{""1"":[-15]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","0","0","[0]","0489258e5c43ab28fbadbde682f7ec8e2e2dc04d5fbebe555421de670a632a12","25","WP09C03880","1","{""1"":[0]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-3","-5","[-5,-3]","07877f744e83231090f63a0f871bcba17235b23ded081c2c2a4d4bdbd0089512","25","WP09C03881","2","{""1"":[-5,-3]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","82"
"43","-5","-7","[-7,-5]","0a2615cf4d6520cbe5b6e39234c2ff02a9b32df0f3f2db3b2a56f24ca395cf44","25","WP09C03882","2","{""1"":[-7,-5]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","82"
"43","0","0","[0]","13901e19206039e9d9f0c1286af86cc7d38c01a0a4851ae2fbb73e384c5d1d4a","25","WP09C03883","1","{""1"":[0]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-5","-5","[-5]","154651a7731ecd61c5f975ddada212b64e130461d7b26ba36af9c903a41f495d","25","WP09C03884","1","{""1"":[-5]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-13","-13","[-13]","175ff477388223021860a08d91961c2e1d69487dbdab19f85073066718a2ea95","25","WP09C03885","1","{""1"":[-13]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-20","-20","[-20]","18cc5fd4b6f2fe1bf657f6446039e29d7276f6267b7f797d23c3d2a212595ee5","25","WP09C03886","1","{""1"":[-20]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-1","-1","[-1]","1c07cb3e90301ff36aef833510a1f7d36f1759e3e2e36662fed88a4e5c634fea","25","WP09C03887","1","{""1"":[-1]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-2","-2","[-2]","242b7b8f273596449ca18df559fb92e5cefc381309bdb0d4e99c948d8783bb93","25","WP09C03888","1","{""1"":[-2]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-3","-3","[-3]","2541e7fb8d1c630c3ca96ea0bffe128b72b5287b27eb80bfa00aa25f04545142","25","WP09C03889","1","{""1"":[-3]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-8","-8","[-8]","25f7639634517ac93415cd652416f8718c7cd951072962c4cbb11d32af1a6796","25","WP09C03890","1","{""1"":[-8]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-13","-13","[-13]","3724bac2c5cf80c98e94819440038f9d82bf9e727a9512cf3809224f5a078ebe","25","WP09C03891","1","{""1"":[-13]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-21","-21","[-21]","383cee244a17f199571e1107711ca3da3ddc260443a4bce363e0e9bd7e723333","25","WP09C03892","1","{""1"":[-21]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-15","-15","[-15]","42feaad0c77ce98fbf9eace69e65ca4ed2c48bdf268d0d41b91305bd5c5eb4b1","25","WP09C03893","1","{""1"":[-15]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-17","-17","[-17]","459122230c313e0fbd9951698496a1123a67a711e50caf2c80d0e2fcf40d2d44","25","WP09C03894","1","{""1"":[-17]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-18","-18","[-18]","4975f2f446b32a82da5fa3ef93e667ebc2c3a043ef7aed634ce8ef2799d859c7","25","WP09C03895","1","{""1"":[-18]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-20","-20","[-20]","4aa1c1b0d744597ca74c986ac3d797d0d52f209723e90c48dd0c671c20ceb9b0","25","WP09C03896","1","{""1"":[-20]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-11","-11","[-11]","4ce696d764e50ddc0e7cfe061823a01f95fa8c9c8e544466847946c9475a2f3c","25","WP09C03897","1","{""1"":[-11]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","2","0","[0,2]","51f93873989623ca0f76ea22ec59a274cf66b23e83738dd9a1206f93685177ec","25","WP09C03898","2","{""1"":[0,2]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","82"
"43","-24","-24","[-24]","56178f7396111c0913c38177125ddd27076c23ce758c758a99bbd0665f5f8e93","25","WP09C03899","1","{""1"":[-24]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-17","-17","[-17]","58b1e8913cb0f5b223de2100e6551359056083c2488e3cf4972d462288f2efb8","25","WP09C03900","1","{""1"":[-17]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-10","-10","[-10]","5a463b6b3430efc09f15f4f4e00c59abe2be9eaec52ff2a3d1cbee5b7571337d","25","WP09C03901","1","{""1"":[-10]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-12","-12","[-12]","5d00eb220258ecc988ea70c4674eb202089e4d72d198b7ed9ce4fed3fac9f6fa","25","WP09C03902","1","{""1"":[-12]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-18","-18","[-18]","5e261bca7a1a06a53a4ed92076f231dc1ccc92bfb84a46027a6253292ee0eae1","25","WP09C03903","1","{""1"":[-18]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-9","-9","[-9]","5f7c61e897f19335ebc2671a03ef45fa0076c16518c0ee9e01cbd520ca65f1e6","25","WP09C03904","1","{""1"":[-9]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-9","-9","[-9]","65900f92735db81ba48d9d165b7f9757c7ee890789a0a28ef9823ca0b3bad4b5","25","WP09C03905","1","{""1"":[-9]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-10","-10","[-10]","6bd0091bc21dec0605ab707c73bf9f80077b1555300b1d971a47b6d0d0f1fc1d","25","WP09C03906","1","{""1"":[-10]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-10","-10","[-10]","6ffda1b27265e3aa6b58621b3c2411b892f7a5a56b6033a428307f57519bd812","25","WP09C03907","1","{""1"":[-10]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-9","-9","[-9]","77f35ae04c9144bbdd1d2b0eb28106e860c53843b1babe5e187fbd29c253c58c","25","WP09C03908","1","{""1"":[-9]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-6","-6","[-6]","81ee8262e4e043ba744e2db3f4d8c200d9a804fe77668aa2fcb6150dbf7b1fd1","25","WP09C03909","1","{""1"":[-6]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-9","-9","[-9]","859d7cc4832e0eb61e84888e8fdc566aca20d4d81cf24d0a684b2d09b18557a5","25","WP09C03910","1","{""1"":[-9]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-16","-16","[-16]","871db718a406c6faba7c49d94d237a96bc06c2f87fb311d664ac90befe047fe2","25","WP09C03911","1","{""1"":[-16]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-8","-8","[-8]","87d98b83ed0c5161a23b1b21b5a60e94f292357ce61604620d08ea39e0e342be","25","WP09C03912","1","{""1"":[-8]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","1","1","[1]","88eb04a81b4550181fe9d31330a74aa4fc0c89b7f59395f3b73f56bbf03cd929","25","WP09C03913","1","{""1"":[1]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-13","-13","[-13]","892bf05757700424d95ba520ad5e6c0800c127c3990fda0ff64480c60a637a94","25","WP09C03914","1","{""1"":[-13]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-5","-5","[-5]","8cbd575b3816ec6eaeb0aacb56258271eaf6a3b5af7d8a97fb488584bf665133","25","WP09C03915","1","{""1"":[-5]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-13","-13","[-13]","9108d253545e6f6694cdddc40d5dcacccf669b8f663fdf0ac76238ebfdda9367","25","WP09C03916","1","{""1"":[-13]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-5","-5","[-5]","93a02df8787a6111631d866acc6f74aec032f485010ebb9fd82ac8bd4073446a","25","WP09C03917","1","{""1"":[-5]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-6","-6","[-6]","940b34483491be56673f2704566d310e1f0b139b558760b0ac3ad68456fc0708","25","WP09C03918","1","{""1"":[-6]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-5","-5","[-5]","991e24cdd49380b74ed1dd36a02fd6dd140cf4e2152e107857badacb7e858c3f","25","WP09C03919","1","{""1"":[-5]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-9","-9","[-9]","9f035be38e7f64634206d2c0549cdcf3b46eecfb2c3ed5dbc44c5a90ec498fe1","25","WP09C03920","1","{""1"":[-9]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-12","-12","[-12]","a26420856d8f3979c9575aa2a54c313a350c38eaf60cf5891217fc45ff381089","25","WP09C03921","1","{""1"":[-12]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-1","-1","[-1]","a66bdb6ab2f878b686894b94094465986d5c031893b3bf6acf8d2de77ea5bcf2","25","WP09C03922","1","{""1"":[-1]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-2","-2","[-2]","b5834dfe824a29af28bd3981a953680f13e0f7a13b28a3fdb682f4b115040c1c","25","WP09C03923","1","{""1"":[-2]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","1","1","[1]","b668110acbf6258ecfcd874c63b45ae05de176d2517ed87e36253ae5844d5ac8","25","WP09C03924","1","{""1"":[1]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","3","3","[3]","b70d1593747196ea4c059ee323563187d3720e4e9a33d9f98634525d4eb896c2","25","WP09C03925","1","{""1"":[3]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-21","-21","[-21]","b9ccd689d1401e719f6e1271e1b452410d7527049b6a008a661e331b832705ef","25","WP09C03926","1","{""1"":[-21]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","2","2","[2]","bd8ce1eb23c1408e303ca3ede9a6e202586d93fd22c35168804a26fc2f46b011","25","WP09C03927","1","{""1"":[2]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-16","-16","[-16]","d204273b46a6b89f698fc5ffe2ca10b5381096f354bdd17a6607bbd9a3c7eb09","25","WP09C03928","1","{""1"":[-16]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-13","-13","[-13]","d9075d3a3fa120dada08df634b602fe69bcbb9c415d6e67877e3ec01f936f31d","25","WP09C03929","1","{""1"":[-13]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","0","0","[0]","da13ebe77571b3b9a02eeb8d66524f06c2d358614d22d6a30efd983d62aacc15","25","WP09C03930","1","{""1"":[0]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-13","-13","[-13]","e073973c6cf9db1c97b70d844e89492b10a58fa0d6e45e9c3e246b484adbf8c2","25","WP09C03931","1","{""1"":[-13]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-10","-10","[-10]","e11dbeff1030ae01afd57f5620b250d5cda6d68f626dfe2529179297154d0366","25","WP09C03932","1","{""1"":[-10]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-5","-5","[-5]","e2653d608a7f28b3d68dd84695bfd5e54a762a45767be47de770330f1881eacb","25","WP09C03933","1","{""1"":[-5]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-1","-1","[-1]","e5b7b2c8cccf0d7c1b93ba6e3236817a48b6fd7384cbfd586add47507cc006d0","25","WP09C03934","1","{""1"":[-1]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-18","-18","[-18]","e601e00729296ab5bbbcc5330a86a00699aada60f40bc5690010a1d95377129e","25","WP09C03935","1","{""1"":[-18]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-22","-22","[-22]","e6f8471697dab2e909f7e02538dedfe14168cd13eacb3407d9d940d3c135557e","25","WP09C03936","1","{""1"":[-22]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-7","-7","[-7]","e8609e17ef81713aa1b26f293a6dd056db069bc12673c4d5e546930a94ededd9","25","WP09C03937","1","{""1"":[-7]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-14","-14","[-14]","ebb5d4d9e86c599f259dab9112bebc33318ccb6c724a6338c38fcab9d691b528","25","WP09C03938","1","{""1"":[-14]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-20","-20","[-20]","ec1f4354fe39ed248926c1d8489a54f570b85b285d79fa2903c4c2a77839980b","25","WP09C03939","1","{""1"":[-20]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-9","-9","[-9]","ecbe6eb5f0ad0bc2143e2fa83633eae0d4d302dc560be6860cba1873240287ca","25","WP09C03940","1","{""1"":[-9]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","2","2","[2]","ef213d4e62cee1e2b51c9fc71f389c92ebc9b692f26bd49ff09b461dc8711cce","25","WP09C03941","1","{""1"":[2]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-7","-7","[-7]","f07f6370e1943a46822602a1c6b29c10c091273dd5b876e4e08107c6348a75db","25","WP09C03942","1","{""1"":[-7]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-11","-11","[-11]","f1711e729b38533d6c28d8a3e20dfdf8365cce18d59072c2f36b1e847aa246a4","25","WP09C03943","1","{""1"":[-11]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-6","-6","[-6]","f231f654625f6eeb51fe4702538bf1ee240c8f5cbd6cf685b951f015c2458ecb","25","WP09C03944","1","{""1"":[-6]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","-16","-16","[-16]","f2537d4e9b8a5fd311cb6091e8f2e1cabd056999e9e844585a2cc940a0d263b5","25","WP09C03945","1","{""1"":[-16]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","0","0","[0]","f554adffe285e0207d95685d03460905944da21a34d9ae4a81295342e8fc1783","25","WP09C03946","1","{""1"":[0]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"43","2","2","[2]","f70f4222c4af14ea705dfd7cc44f41891b1762e632f30d14e20699610eee9819","25","WP09C03947","1","{""1"":[2]}","[1,7,9,11,15]","5","[1,2,4,7,11]","B","CONSTANT","125","82"
"45","-13","-13","[-13]","0130427d457586eaab6cf766bb2cb8a14b2d45fe4a742d6de8ac6f227b1151e3","25","WP09C03948","1","{""1"":[-13]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","0","0","[0]","0489258e5c43ab28fbadbde682f7ec8e2e2dc04d5fbebe555421de670a632a12","25","WP09C03949","1","{""1"":[0]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-1","-3","[-3,-1]","07877f744e83231090f63a0f871bcba17235b23ded081c2c2a4d4bdbd0089512","25","WP09C03950","2","{""1"":[-3,-1]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","25","16"
"45","-3","-5","[-5,-3]","0a2615cf4d6520cbe5b6e39234c2ff02a9b32df0f3f2db3b2a56f24ca395cf44","25","WP09C03951","2","{""1"":[-5,-3]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","25","16"
"45","0","0","[0]","13901e19206039e9d9f0c1286af86cc7d38c01a0a4851ae2fbb73e384c5d1d4a","25","WP09C03952","1","{""1"":[0]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-3","-3","[-3]","154651a7731ecd61c5f975ddada212b64e130461d7b26ba36af9c903a41f495d","25","WP09C03953","1","{""1"":[-3]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-11","-11","[-11]","175ff477388223021860a08d91961c2e1d69487dbdab19f85073066718a2ea95","25","WP09C03954","1","{""1"":[-11]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-18","-18","[-18]","18cc5fd4b6f2fe1bf657f6446039e29d7276f6267b7f797d23c3d2a212595ee5","25","WP09C03955","1","{""1"":[-18]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","1","1","[1]","1c07cb3e90301ff36aef833510a1f7d36f1759e3e2e36662fed88a4e5c634fea","25","WP09C03956","1","{""1"":[1]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","0","0","[0]","242b7b8f273596449ca18df559fb92e5cefc381309bdb0d4e99c948d8783bb93","25","WP09C03957","1","{""1"":[0]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-1","-1","[-1]","2541e7fb8d1c630c3ca96ea0bffe128b72b5287b27eb80bfa00aa25f04545142","25","WP09C03958","1","{""1"":[-1]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-6","-6","[-6]","25f7639634517ac93415cd652416f8718c7cd951072962c4cbb11d32af1a6796","25","WP09C03959","1","{""1"":[-6]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-11","-11","[-11]","3724bac2c5cf80c98e94819440038f9d82bf9e727a9512cf3809224f5a078ebe","25","WP09C03960","1","{""1"":[-11]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-19","-19","[-19]","383cee244a17f199571e1107711ca3da3ddc260443a4bce363e0e9bd7e723333","25","WP09C03961","1","{""1"":[-19]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-13","-13","[-13]","42feaad0c77ce98fbf9eace69e65ca4ed2c48bdf268d0d41b91305bd5c5eb4b1","25","WP09C03962","1","{""1"":[-13]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-15","-15","[-15]","459122230c313e0fbd9951698496a1123a67a711e50caf2c80d0e2fcf40d2d44","25","WP09C03963","1","{""1"":[-15]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-16","-16","[-16]","4975f2f446b32a82da5fa3ef93e667ebc2c3a043ef7aed634ce8ef2799d859c7","25","WP09C03964","1","{""1"":[-16]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-18","-18","[-18]","4aa1c1b0d744597ca74c986ac3d797d0d52f209723e90c48dd0c671c20ceb9b0","25","WP09C03965","1","{""1"":[-18]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-9","-9","[-9]","4ce696d764e50ddc0e7cfe061823a01f95fa8c9c8e544466847946c9475a2f3c","25","WP09C03966","1","{""1"":[-9]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","2","0","[0,2]","51f93873989623ca0f76ea22ec59a274cf66b23e83738dd9a1206f93685177ec","25","WP09C03967","2","{""1"":[0,2]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","25","16"
"45","-22","-22","[-22]","56178f7396111c0913c38177125ddd27076c23ce758c758a99bbd0665f5f8e93","25","WP09C03968","1","{""1"":[-22]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-15","-15","[-15]","58b1e8913cb0f5b223de2100e6551359056083c2488e3cf4972d462288f2efb8","25","WP09C03969","1","{""1"":[-15]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-8","-8","[-8]","5a463b6b3430efc09f15f4f4e00c59abe2be9eaec52ff2a3d1cbee5b7571337d","25","WP09C03970","1","{""1"":[-8]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-10","-10","[-10]","5d00eb220258ecc988ea70c4674eb202089e4d72d198b7ed9ce4fed3fac9f6fa","25","WP09C03971","1","{""1"":[-10]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-16","-16","[-16]","5e261bca7a1a06a53a4ed92076f231dc1ccc92bfb84a46027a6253292ee0eae1","25","WP09C03972","1","{""1"":[-16]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-7","-7","[-7]","5f7c61e897f19335ebc2671a03ef45fa0076c16518c0ee9e01cbd520ca65f1e6","25","WP09C03973","1","{""1"":[-7]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-7","-7","[-7]","65900f92735db81ba48d9d165b7f9757c7ee890789a0a28ef9823ca0b3bad4b5","25","WP09C03974","1","{""1"":[-7]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-8","-8","[-8]","6bd0091bc21dec0605ab707c73bf9f80077b1555300b1d971a47b6d0d0f1fc1d","25","WP09C03975","1","{""1"":[-8]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-8","-8","[-8]","6ffda1b27265e3aa6b58621b3c2411b892f7a5a56b6033a428307f57519bd812","25","WP09C03976","1","{""1"":[-8]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-7","-7","[-7]","77f35ae04c9144bbdd1d2b0eb28106e860c53843b1babe5e187fbd29c253c58c","25","WP09C03977","1","{""1"":[-7]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-4","-4","[-4]","81ee8262e4e043ba744e2db3f4d8c200d9a804fe77668aa2fcb6150dbf7b1fd1","25","WP09C03978","1","{""1"":[-4]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-7","-7","[-7]","859d7cc4832e0eb61e84888e8fdc566aca20d4d81cf24d0a684b2d09b18557a5","25","WP09C03979","1","{""1"":[-7]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-14","-14","[-14]","871db718a406c6faba7c49d94d237a96bc06c2f87fb311d664ac90befe047fe2","25","WP09C03980","1","{""1"":[-14]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-6","-6","[-6]","87d98b83ed0c5161a23b1b21b5a60e94f292357ce61604620d08ea39e0e342be","25","WP09C03981","1","{""1"":[-6]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","1","1","[1]","88eb04a81b4550181fe9d31330a74aa4fc0c89b7f59395f3b73f56bbf03cd929","25","WP09C03982","1","{""1"":[1]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-11","-11","[-11]","892bf05757700424d95ba520ad5e6c0800c127c3990fda0ff64480c60a637a94","25","WP09C03983","1","{""1"":[-11]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-3","-3","[-3]","8cbd575b3816ec6eaeb0aacb56258271eaf6a3b5af7d8a97fb488584bf665133","25","WP09C03984","1","{""1"":[-3]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
"45","-11","-11","[-11]","9108d253545e6f6694cdddc40d5dcacccf669b8f663fdf0ac76238ebfdda9367","25","WP09C03985","1","{""1"":[-11]}","[1,7,9,11,17]","5","[1,2,4,7,11]","B","CONSTANT","25","16"
