"admitted","class_size_distribution","classes","edges","exchange_complete","exchange_incomplete","excluded","generated","negative_edges","nonconstant","nontrivial","nonunit_edges","panel","zero_edges"
"9380","{2: 880, 1: 6807, 4: 81, 3: 163}","7931","1446","1113","11","5740","15120","0","1124","1124","1200","B","0"
