"admitted","class_size_distribution","classes","edges","exchange_complete","exchange_incomplete","excluded","generated","negative_edges","nonconstant","nontrivial","nonunit_edges","panel","zero_edges"
"228","{1: 204, 2: 12}","216","12","12","0","132","360","0","12","12","6","A","0"
